model,model_short,regime,coverage,accuracy_mean,accuracy_std
a0_backbone,A0,clean_retention,0.16,0.999625,0.0008436856971381732
a0_backbone,A0,clean_retention,0.18,0.9996666666666666,0.0007499428419006128
a0_backbone,A0,clean_retention,0.19999999999999998,0.9997,0.0006749485577105535
a0_backbone,A0,clean_retention,0.22,0.9996363636363637,0.0006356417261637218
a0_backbone,A0,clean_retention,0.24,0.9994166666666666,0.0010430546308621352
a0_backbone,A0,clean_retention,0.26,0.999,0.001406755561471289
a0_backbone,A0,clean_retention,0.28,0.9981428571428571,0.0015133570078162569
a0_backbone,A0,clean_retention,0.30000000000000004,0.9968666666666668,0.0017511900715418349
a0_backbone,A0,clean_retention,0.32,0.9940625000000001,0.003107590393786716
a0_backbone,A0,clean_retention,0.34,0.9885882352941175,0.00350974915062971
a0_backbone,A0,clean_retention,0.36000000000000004,0.9776666666666666,0.005359503693010273
a0_backbone,A0,clean_retention,0.38,0.9555789473684209,0.006403869252050121
a0_backbone,A0,clean_retention,0.4,0.9314,0.007309810759064364
a0_backbone,A0,clean_retention,0.42000000000000004,0.9070476190476191,0.007916800929760198
a0_backbone,A0,clean_retention,0.44,0.8831818181818182,0.007521014330903538
a0_backbone,A0,clean_retention,0.46,0.8610869565217392,0.008090669762020154
a0_backbone,A0,clean_retention,0.48000000000000004,0.8385833333333332,0.007574730570117759
a0_backbone,A0,clean_retention,0.5,0.8176399999999999,0.007581146204748851
a0_backbone,A0,clean_retention,0.52,0.798423076923077,0.007667588487587869
a0_backbone,A0,clean_retention,0.54,0.7790740740740741,0.007810532635993393
a0_backbone,A0,clean_retention,0.56,0.7624285714285713,0.007797028330950885
a0_backbone,A0,clean_retention,0.5800000000000001,0.7463448275862067,0.007297176022948578
a0_backbone,A0,clean_retention,0.6,0.7304999999999999,0.007468865417001682
a0_backbone,A0,clean_retention,0.62,0.7149677419354838,0.007954373298556163
a0_backbone,A0,clean_retention,0.64,0.70121875,0.007739870732662992
a0_backbone,A0,clean_retention,0.66,0.6873333333333334,0.00822572084501165
a0_backbone,A0,clean_retention,0.68,0.6741176470588235,0.009083321428941549
a0_backbone,A0,clean_retention,0.7000000000000001,0.6625428571428571,0.00871358310984896
a0_backbone,A0,clean_retention,0.7200000000000001,0.6513611111111112,0.008347159312431086
a0_backbone,A0,clean_retention,0.74,0.6412702702702702,0.00875965732556509
a0_backbone,A0,clean_retention,0.76,0.6317368421052632,0.008316418660037761
a0_backbone,A0,clean_retention,0.78,0.622102564102564,0.00804491010308582
a0_backbone,A0,clean_retention,0.8,0.6125750000000001,0.008315021547376383
a0_backbone,A0,clean_retention,0.8200000000000001,0.6026585365853657,0.008002618713441344
a0_backbone,A0,clean_retention,0.8400000000000001,0.5937380952380952,0.007909517597925766
a0_backbone,A0,clean_retention,0.86,0.5847441860465116,0.007978246971239396
a0_backbone,A0,clean_retention,0.88,0.5761363636363636,0.007626346243437499
a0_backbone,A0,clean_retention,0.9,0.5676444444444444,0.007985034012174468
a0_backbone,A0,clean_retention,0.92,0.5590434782608695,0.007726962154002332
a0_backbone,A0,clean_retention,0.9400000000000001,0.5502553191489362,0.00752762629839216
a0_backbone,A0,clean_retention,0.9600000000000001,0.5423333333333332,0.007330781332045829
a0_backbone,A0,clean_retention,0.98,0.5345510204081634,0.006922115520569911
a0_backbone,A0,clean_retention,1.0,0.5267199999999999,0.006797515886132406
a5_vimd_full,A5-VIMD,hard_interference,0.02,0.998,0.004216370213557844
a5_vimd_full,A5-VIMD,hard_interference,0.04,0.999,0.002108185106778922
a5_vimd_full,A5-VIMD,hard_interference,0.06,0.9949999999999999,0.003928371006591938
a5_vimd_full,A5-VIMD,hard_interference,0.08,0.9935,0.002934469476943183
a5_vimd_full,A5-VIMD,hard_interference,0.1,0.9938,0.002740640638812598
a5_vimd_full,A5-VIMD,hard_interference,0.12000000000000001,0.9926666666666668,0.0026293687924887287
a5_vimd_full,A5-VIMD,hard_interference,0.13999999999999999,0.9911428571428573,0.0032156081935493536
a5_vimd_full,A5-VIMD,hard_interference,0.16,0.9897499999999999,0.0037174513371992486
a5_vimd_full,A5-VIMD,hard_interference,0.18,0.9882222222222221,0.004063960510917077
a5_vimd_full,A5-VIMD,hard_interference,0.19999999999999998,0.9850000000000001,0.004546060565661956
