regime,stratum_type,stratum,candidate,reference,reference_short,row_count,macro_f1_difference,macro_f1_ci95_low,macro_f1_ci95_high,macro_f1_seed_std,accuracy_difference,accuracy_ci95_low,accuracy_ci95_high,bootstrap_draws,bootstrap_seed,algorithm_seed_count
unseen_jammer,speed_kmh,120,a5_vimd_full,a0_backbone,A0,1261,0.0391193111522615,0.024296439155215094,0.05446267910353596,0.014279148368507492,0.031007137192704214,0.017959952418715303,0.04437153053132433,1500,20260812,10
unseen_jammer,speed_kmh,120,a5_vimd_full,cssl_amc_supervised_adaptation,CSSL,1261,-0.039364244615271375,-0.0615637102310207,-0.01640517208192135,0.021521534335067878,-0.03457573354480569,-0.05623314829500397,-0.01185368754956385,1500,20260812,10
unseen_jammer,speed_kmh,120,a5_vimd_full,iqformer_inspired,IQFormer,1261,-0.15213008976565112,-0.1737514042790341,-0.1305509172789577,0.019672519864001103,-0.1493259318001586,-0.169710547184774,-0.12949643140364792,1500,20260812,10
unseen_jammer,speed_kmh,150,a5_vimd_full,a0_backbone,A0,1260,0.033696333347571286,0.015656254465749656,0.051935323815284665,0.023517864061500512,0.02944444444444444,0.01484126984126984,0.045396825396825394,1500,20260812,10
unseen_jammer,speed_kmh,150,a5_vimd_full,cssl_amc_supervised_adaptation,CSSL,1260,-0.023481549473344954,-0.043472133231641084,-0.0017858641589006926,0.014820395099658398,-0.014682539682539675,-0.03353373015873016,0.005041666666666656,1500,20260812,10
unseen_jammer,speed_kmh,150,a5_vimd_full,iqformer_inspired,IQFormer,1260,-0.14922841369053025,-0.17118891429556007,-0.12828787595736715,0.020562153597115534,-0.14285714285714288,-0.16238095238095238,-0.12364682539682541,1500,20260812,10
unseen_jammer,occupancy_quartile,"Q1 [0.000,0.031]",a5_vimd_full,a0_backbone,A0,1250,0.03935952565522863,0.026260609091424424,0.054664969912391906,0.013890334227414973,0.03344000000000001,0.021638,0.04708599999999997,1500,20260812,10
unseen_jammer,occupancy_quartile,"Q1 [0.000,0.031]",a5_vimd_full,cssl_amc_supervised_adaptation,CSSL,1250,-0.06451480882785048,-0.08380788469509969,-0.04365957913289846,0.015216368580551387,-0.04192000000000001,-0.06072,-0.02219800000000001,1500,20260812,10
unseen_jammer,occupancy_quartile,"Q1 [0.000,0.031]",a5_vimd_full,iqformer_inspired,IQFormer,1250,-0.18520498315060202,-0.20549907470978274,-0.1626234361181189,0.017927323749095017,-0.17095999999999995,-0.189082,-0.150598,1500,20260812,10
unseen_jammer,occupancy_quartile,"Q2 [0.031,0.134]",a5_vimd_full,a0_backbone,A0,1250,0.03357680176379661,0.01501242433716283,0.05089204275325415,0.020615797658168653,0.026559999999999993,0.012518,0.03984399999999998,1500,20260812,10
unseen_jammer,occupancy_quartile,"Q2 [0.031,0.134]",a5_vimd_full,cssl_amc_supervised_adaptation,CSSL,1250,-0.030584981253267175,-0.053679511153016266,-0.00831471969867604,0.022346637594176072,-0.034879999999999994,-0.054959999999999995,-0.015634000000000033,1500,20260812,10
unseen_jammer,occupancy_quartile,"Q2 [0.031,0.134]",a5_vimd_full,iqformer_inspired,IQFormer,1250,-0.1364784027972438,-0.15853530993653384,-0.11436438957874848,0.021933850049144877,-0.14375999999999997,-0.164442,-0.12471600000000002,1500,20260812,10
unseen_jammer,occupancy_quartile,"Q3 [0.134,0.205]",a5_vimd_full,a0_backbone,A0,1250,0.012874756508237255,-0.014675339258052526,0.03278167636395284,0.02394402354775708,0.016719999999999992,0.0045980000000000005,0.029679999999999998,1500,20260812,10
unseen_jammer,occupancy_quartile,"Q3 [0.134,0.205]",a5_vimd_full,cssl_amc_supervised_adaptation,CSSL,1250,-0.048974476004584634,-0.07081772636210673,-0.024448420163099678,0.021689069398562754,-0.054559999999999984,-0.073722,-0.03463600000000002,1500,20260812,10
unseen_jammer,occupancy_quartile,"Q3 [0.134,0.205]",a5_vimd_full,iqformer_inspired,IQFormer,1250,-0.14682386549022283,-0.18016518002567192,-0.12327032538186744,0.02144208601033333,-0.14672,-0.16652199999999998,-0.12659800000000002,1500,20260812,10
unseen_jammer,occupancy_quartile,"Q4 [0.205,0.995]",a5_vimd_full,a0_backbone,A0,1250,0.04463479947932129,0.026271211625813005,0.06379876494437031,0.022319052736661238,0.04080000000000002,0.023999999999999997,0.05872799999999996,1500,20260812,10
unseen_jammer,occupancy_quartile,"Q4 [0.205,0.995]",a5_vimd_full,cssl_amc_supervised_adaptation,CSSL,1250,-0.024681425270182793,-0.04425676962883571,-0.006038832915612737,0.006226160049061844,-0.005599999999999971,-0.025081999999999997,0.01300199999999999,1500,20260812,10
