regime,axis,level_db,model,model_short,row_count,macro_f1_mean,macro_f1_std,accuracy_mean,accuracy_std
unseen_speed,snr_db,2.0,a0_backbone,A0,630,0.5082932309026329,0.016102340337194897,0.5379365079365079,0.015379451642494567
unseen_speed,snr_db,2.0,a5_vimd_full,A5-VIMD,630,0.5504754262801234,0.01098963987811877,0.5757142857142856,0.012204916858415802
unseen_speed,snr_db,2.0,cssl_amc_supervised_adaptation,CSSL,630,0.5482705220227168,0.021350375396620783,0.5609523809523809,0.017326729624335277
unseen_speed,snr_db,2.0,mcldnn_reimplementation,MCLDNN,630,0.6591635264857612,0.01559905119695125,0.6765079365079366,0.01705969770371914
unseen_speed,snr_db,2.0,iqformer_inspired,IQFormer,630,0.6886655228867008,0.012391333757849647,0.7055555555555555,0.010073773949555439
unseen_speed,snr_db,6.0,a0_backbone,A0,707,0.5260430856660042,0.008119146370799232,0.55997171145686,0.007760037750690347
unseen_speed,snr_db,6.0,a5_vimd_full,A5-VIMD,707,0.5763699198036627,0.010725303376698754,0.6057991513437058,0.010731640792711647
unseen_speed,snr_db,6.0,cssl_amc_supervised_adaptation,CSSL,707,0.5932224649305567,0.014037727137978281,0.5964639321074965,0.014639302094448343
unseen_speed,snr_db,6.0,mcldnn_reimplementation,MCLDNN,707,0.6786773403254134,0.013577588612761,0.6936350777934936,0.012171015785205151
unseen_speed,snr_db,6.0,iqformer_inspired,IQFormer,707,0.723632970881427,0.01288098523568232,0.7306930693069307,0.011949840197975223
unseen_speed,snr_db,10.0,a0_backbone,A0,592,0.5513333685436266,0.012074084719948136,0.5684121621621622,0.012393784179648171
unseen_speed,snr_db,10.0,a5_vimd_full,A5-VIMD,592,0.5858914425675451,0.014344231488997175,0.5994932432432433,0.013939649348498484
unseen_speed,snr_db,10.0,cssl_amc_supervised_adaptation,CSSL,592,0.5993574953207377,0.007808065022376055,0.597972972972973,0.007341444150002988
unseen_speed,snr_db,10.0,mcldnn_reimplementation,MCLDNN,592,0.6858705749584707,0.012262360797731336,0.6905405405405405,0.010736654447345072
unseen_speed,snr_db,10.0,iqformer_inspired,IQFormer,592,0.7366684118132154,0.010916315768354418,0.7388513513513513,0.011350993845364098
unseen_speed,snr_db,14.0,a0_backbone,A0,573,0.5546082862208351,0.013324107282747022,0.5949389179755672,0.013071541578411172
unseen_speed,snr_db,14.0,a5_vimd_full,A5-VIMD,573,0.5897943143094507,0.010889899307217126,0.62565445026178,0.010316549069789517
unseen_speed,snr_db,14.0,cssl_amc_supervised_adaptation,CSSL,573,0.6393247941218879,0.018899391472577534,0.6511343804537522,0.016545181702119924
unseen_speed,snr_db,14.0,mcldnn_reimplementation,MCLDNN,573,0.6999175531203929,0.015171193099438414,0.7256544502617801,0.008135955200487288
unseen_speed,snr_db,14.0,iqformer_inspired,IQFormer,573,0.7582397688305896,0.018765386731688587,0.775567190226876,0.017915127195840746
unseen_speed,snr_db,18.0,a0_backbone,A0,627,0.5480403466608431,0.009390196344654987,0.549920255183413,0.01035796183133021
unseen_speed,snr_db,18.0,a5_vimd_full,A5-VIMD,627,0.5886044955510943,0.012935627082775328,0.5926634768740031,0.01293953677965023
unseen_speed,snr_db,18.0,cssl_amc_supervised_adaptation,CSSL,627,0.6382254766647405,0.014455458168038485,0.6247208931419457,0.013905000206887683
unseen_speed,snr_db,18.0,mcldnn_reimplementation,MCLDNN,627,0.7021810130106649,0.013007160678353433,0.6921850079744817,0.0074807268896705595
unseen_speed,snr_db,18.0,iqformer_inspired,IQFormer,627,0.7778884047559516,0.02148094746827326,0.7666666666666666,0.0224176092758943
